sample_id,in_governed_cohort,in_vendor_merge,in_permission_enrichment_frame,in_fused_feature_matrix,in_aligned_supervised_pool,dropped_by_family_support_filter,in_post_family_support_trainable_pool,row_retained_after_low_information_column_prune,row_retained_after_leakage_column_prune
1868,True,True,True,True,True,False,True,True,True
1872,True,True,True,True,True,False,True,True,True
1873,True,True,True,True,True,True,False,False,False
1874,True,True,True,True,True,False,True,True,True
1876,True,True,True,True,True,True,False,False,False
1877,True,True,True,True,True,False,True,True,True
1879,True,True,True,True,True,False,True,True,True
1880,True,True,True,True,True,True,False,False,False
1881,True,True,True,True,True,False,True,True,True
1885,True,True,True,True,True,False,True,True,True
1886,True,True,True,True,True,False,True,True,True
1888,True,True,True,True,True,False,True,True,True
1890,True,True,True,True,True,False,True,True,True
1892,True,True,True,True,True,False,True,True,True
1893,True,True,True,True,True,False,True,True,True
1894,True,True,True,True,True,False,True,True,True
1895,True,True,True,True,True,False,True,True,True
1896,True,True,True,True,True,False,True,True,True
1897,True,True,True,True,True,False,True,True,True
1905,True,True,True,True,True,False,True,True,True
1907,True,True,True,True,True,True,False,False,False
1912,True,True,True,True,True,False,True,True,True
1915,True,True,True,True,True,False,True,True,True
1916,True,True,True,True,True,False,True,True,True
1917,True,True,True,True,True,False,True,True,True
1919,True,True,True,True,True,True,False,False,False
1923,True,True,True,True,True,False,True,True,True
1924,True,True,True,True,True,True,False,False,False
1925,True,True,True,True,True,False,True,True,True
1928,True,True,True,True,True,False,True,True,True
1935,True,True,True,True,True,False,True,True,True
1938,True,True,True,True,True,False,True,True,True
1939,True,True,True,True,True,False,True,True,True
1940,True,True,True,True,True,False,True,True,True
1943,True,True,True,True,True,False,True,True,True
1947,True,True,True,True,True,False,True,True,True
1950,True,True,True,True,True,False,True,True,True
1951,True,True,True,True,True,False,True,True,True
1952,True,True,True,True,True,False,True,True,True
1957,True,True,True,True,True,False,True,True,True
1958,True,True,True,True,True,False,True,True,True
1959,True,True,True,True,True,False,True,True,True
1960,True,True,True,True,True,True,False,False,False
1961,True,True,True,True,True,False,True,True,True
1963,True,True,True,True,True,False,True,True,True
1964,True,True,True,True,True,False,True,True,True
1965,True,True,True,True,True,False,True,True,True
1967,True,True,True,True,True,False,True,True,True
1968,True,True,True,True,True,False,True,True,True
1971,True,True,True,True,True,False,True,True,True
1974,True,True,True,True,True,False,True,True,True
1978,True,True,True,True,True,True,False,False,False
1979,True,True,True,True,True,True,False,False,False
1981,True,True,True,True,True,False,True,True,True
1982,True,True,True,True,True,True,False,False,False
1986,True,True,True,True,True,False,True,True,True
1988,True,True,True,True,True,False,True,True,True
1989,True,True,True,True,True,False,True,True,True
1991,True,True,True,True,True,False,True,True,True
1993,True,True,True,True,True,False,True,True,True
1994,True,True,True,True,True,False,True,True,True
1997,True,True,True,True,True,False,True,True,True
2000,True,True,True,True,True,False,True,True,True
2002,True,True,True,True,True,True,False,False,False
2005,True,True,True,True,True,False,True,True,True
2006,True,True,True,True,True,False,True,True,True
2010,True,True,True,True,True,False,True,True,True
2011,True,True,True,True,True,False,True,True,True
2013,True,True,True,True,True,False,True,True,True
2015,True,True,True,True,True,False,True,True,True
2016,True,True,True,True,True,False,True,True,True
2018,True,True,True,True,True,False,True,True,True
2019,True,True,True,True,True,True,False,False,False
2025,True,True,True,True,True,False,True,True,True
2030,True,True,True,True,True,False,True,True,True
2031,True,True,True,True,True,False,True,True,True
2033,True,True,True,True,True,False,True,True,True
2037,True,True,True,True,True,False,True,True,True
2039,True,True,True,True,True,False,True,True,True
2040,True,True,True,True,True,False,True,True,True
2043,True,True,True,True,True,True,False,False,False
2046,True,True,True,True,True,False,True,True,True
2047,True,True,True,True,True,False,True,True,True
2049,True,True,True,True,True,False,True,True,True
2051,True,True,True,True,True,False,True,True,True
2053,True,True,True,True,True,True,False,False,False
2055,True,True,True,True,True,False,True,True,True
2058,True,True,True,True,True,True,False,False,False
2059,True,True,True,True,True,False,True,True,True
2063,True,True,True,True,True,False,True,True,True
2065,True,True,True,True,True,False,True,True,True
2067,True,True,True,True,True,False,True,True,True
2069,True,True,True,True,True,False,True,True,True
2070,True,True,True,True,True,False,True,True,True
2072,True,True,True,True,True,False,True,True,True
2074,True,True,True,True,True,False,True,True,True
2075,True,True,True,True,True,False,True,True,True
2076,True,True,True,True,True,False,True,True,True
2077,True,True,True,True,True,False,True,True,True
2078,True,True,True,True,True,False,True,True,True
2080,True,True,True,True,True,False,True,True,True
2084,True,True,True,True,True,False,True,True,True
2085,True,True,True,True,True,False,True,True,True
2086,True,True,True,True,True,False,True,True,True
2087,True,True,True,True,True,False,True,True,True
2088,True,True,True,True,True,False,True,True,True
2090,True,True,True,True,True,False,True,True,True
2093,True,True,True,True,True,False,True,True,True
2094,True,True,True,True,True,True,False,False,False
2097,True,True,True,True,True,False,True,True,True
2101,True,True,True,True,True,False,True,True,True
2102,True,True,True,True,True,False,True,True,True
2103,True,True,True,True,True,False,True,True,True
2106,True,True,True,True,True,False,True,True,True
2107,True,True,True,True,True,False,True,True,True
2108,True,True,True,True,True,False,True,True,True
2109,True,True,True,True,True,False,True,True,True
2111,True,True,True,True,True,False,True,True,True
2114,True,True,True,True,True,False,True,True,True
2117,True,True,True,True,True,False,True,True,True
2120,True,True,True,True,True,False,True,True,True
2121,True,True,True,True,True,False,True,True,True
2128,True,True,True,True,True,False,True,True,True
2129,True,True,True,True,True,False,True,True,True
2132,True,True,True,True,True,False,True,True,True
2135,True,True,True,True,True,False,True,True,True
2136,True,True,True,True,True,False,True,True,True
2137,True,True,True,True,True,False,True,True,True
2139,True,True,True,True,True,False,True,True,True
2140,True,True,True,True,True,False,True,True,True
2142,True,True,True,True,True,False,True,True,True
2145,True,True,True,True,True,False,True,True,True
2146,True,True,True,True,True,True,False,False,False
2147,True,True,True,True,True,False,True,True,True
2148,True,True,True,True,True,False,True,True,True
2150,True,True,True,True,True,False,True,True,True
2153,True,True,True,True,True,True,False,False,False
2157,True,True,True,True,True,False,True,True,True
2158,True,True,True,True,True,False,True,True,True
2160,True,True,True,True,True,False,True,True,True
2162,True,True,True,True,True,False,True,True,True
2166,True,True,True,True,True,False,True,True,True
2167,True,True,True,True,True,False,True,True,True
2168,True,True,True,True,True,True,False,False,False
2170,True,True,True,True,True,False,True,True,True
2172,True,True,True,True,True,True,False,False,False
2174,True,True,True,True,True,False,True,True,True
2175,True,True,True,True,True,False,True,True,True
2177,True,True,True,True,True,False,True,True,True
2178,True,True,True,True,True,False,True,True,True
2181,True,True,True,True,True,False,True,True,True
2186,True,True,True,True,True,False,True,True,True
2189,True,True,True,True,True,False,True,True,True
2191,True,True,True,True,True,True,False,False,False
2192,True,True,True,True,True,False,True,True,True
2194,True,True,True,True,True,False,True,True,True
2197,True,True,True,True,True,True,False,False,False
2200,True,True,True,True,True,False,True,True,True
2201,True,True,True,True,True,False,True,True,True
2202,True,True,True,True,True,False,True,True,True
2203,True,True,True,True,True,False,True,True,True
2204,True,True,True,True,True,False,True,True,True
2205,True,True,True,True,True,False,True,True,True
2207,True,True,True,True,True,False,True,True,True
2211,True,True,True,True,True,False,True,True,True
2212,True,True,True,True,True,True,False,False,False
2216,True,True,True,True,True,False,True,True,True
2217,True,True,True,True,True,False,True,True,True
2219,True,True,True,True,True,False,True,True,True
2220,True,True,True,True,True,False,True,True,True
2223,True,True,True,True,True,False,True,True,True
2225,True,True,True,True,True,False,True,True,True
2226,True,True,True,True,True,False,True,True,True
2227,True,True,True,True,True,False,True,True,True
2228,True,True,True,True,True,False,True,True,True
2231,True,True,True,True,True,False,True,True,True
2234,True,True,True,True,True,False,True,True,True
2236,True,True,True,True,True,False,True,True,True
2239,True,True,True,True,True,False,True,True,True
2241,True,True,True,True,True,False,True,True,True
2243,True,True,True,True,True,False,True,True,True
2245,True,True,True,True,True,False,True,True,True
2246,True,True,True,True,True,False,True,True,True
2247,True,True,True,True,True,True,False,False,False
2248,True,True,True,True,True,False,True,True,True
2249,True,True,True,True,True,False,True,True,True
2250,True,True,True,True,True,False,True,True,True
2252,True,True,True,True,True,False,True,True,True
2253,True,True,True,True,True,False,True,True,True
2255,True,True,True,True,True,False,True,True,True
2257,True,True,True,True,True,False,True,True,True
2261,True,True,True,True,True,False,True,True,True
2268,True,True,True,True,True,True,False,False,False
2269,True,True,True,True,True,False,True,True,True
2270,True,True,True,True,True,False,True,True,True
2271,True,True,True,True,True,True,False,False,False
2272,True,True,True,True,True,False,True,True,True
2273,True,True,True,True,True,False,True,True,True
2277,True,True,True,True,True,False,True,True,True
2279,True,True,True,True,True,False,True,True,True
2280,True,True,True,True,True,False,True,True,True
2281,True,True,True,True,True,False,True,True,True
2282,True,True,True,True,True,False,True,True,True
2283,True,True,True,True,True,False,True,True,True
2285,True,True,True,True,True,False,True,True,True
2286,True,True,True,True,True,False,True,True,True
2287,True,True,True,True,True,False,True,True,True
2288,True,True,True,True,True,False,True,True,True
2291,True,True,True,True,True,True,False,False,False
2294,True,True,True,True,True,False,True,True,True
2295,True,True,True,True,True,False,True,True,True
2297,True,True,True,True,True,True,False,False,False
2300,True,True,True,True,True,True,False,False,False
2301,True,True,True,True,True,False,True,True,True
2302,True,True,True,True,True,False,True,True,True
2303,True,True,True,True,True,False,True,True,True
2304,True,True,True,True,True,False,True,True,True
2306,True,True,True,True,True,False,True,True,True
2308,True,True,True,True,True,False,True,True,True
2309,True,True,True,True,True,False,True,True,True
2312,True,True,True,True,True,False,True,True,True
2313,True,True,True,True,True,False,True,True,True
2314,True,True,True,True,True,False,True,True,True
2315,True,True,True,True,True,False,True,True,True
2316,True,True,True,True,True,True,False,False,False
2319,True,True,True,True,True,False,True,True,True
2320,True,True,True,True,True,False,True,True,True
2323,True,True,True,True,True,False,True,True,True
2324,True,True,True,True,True,False,True,True,True
2325,True,True,True,True,True,True,False,False,False
2328,True,True,True,True,True,False,True,True,True
2329,True,True,True,True,True,False,True,True,True
2330,True,True,True,True,True,False,True,True,True
2333,True,True,True,True,True,False,True,True,True
2334,True,True,True,True,True,False,True,True,True
2335,True,True,True,True,True,False,True,True,True
2336,True,True,True,True,True,False,True,True,True
2337,True,True,True,True,True,True,False,False,False
2338,True,True,True,True,True,False,True,True,True
2339,True,True,True,True,True,True,False,False,False
2340,True,True,True,True,True,False,True,True,True
2343,True,True,True,True,True,False,True,True,True
2347,True,True,True,True,True,False,True,True,True
2359,True,True,True,True,True,False,True,True,True
2361,True,True,True,True,True,False,True,True,True
2362,True,True,True,True,True,False,True,True,True
2363,True,True,True,True,True,False,True,True,True
2365,True,True,True,True,True,True,False,False,False
2367,True,True,True,True,True,False,True,True,True
2368,True,True,True,True,True,True,False,False,False
2374,True,True,True,True,True,False,True,True,True
2375,True,True,True,True,True,False,True,True,True
2376,True,True,True,True,True,False,True,True,True
2378,True,True,True,True,True,True,False,False,False
2379,True,True,True,True,True,False,True,True,True
2382,True,True,True,True,True,False,True,True,True
2384,True,True,True,True,True,False,True,True,True
2386,True,True,True,True,True,False,True,True,True
2390,True,True,True,True,True,False,True,True,True
2392,True,True,True,True,True,False,True,True,True
2398,True,True,True,True,True,False,True,True,True
2400,True,True,True,True,True,False,True,True,True
2402,True,True,True,True,True,False,True,True,True
2405,True,True,True,True,True,False,True,True,True
2407,True,True,True,True,True,False,True,True,True
2408,True,True,True,True,True,True,False,False,False
2409,True,True,True,True,True,False,True,True,True
2410,True,True,True,True,True,False,True,True,True
2413,True,True,True,True,True,False,True,True,True
2418,True,True,True,True,True,True,False,False,False
2419,True,True,True,True,True,False,True,True,True
9262,True,True,True,True,True,False,True,True,True
9263,True,True,True,True,True,False,True,True,True
9264,True,True,True,True,True,False,True,True,True
9265,True,True,True,True,True,False,True,True,True
9266,True,True,True,True,True,False,True,True,True
9267,True,True,True,True,True,False,True,True,True
9268,True,True,True,True,True,False,True,True,True
9269,True,True,True,True,True,False,True,True,True
9270,True,True,True,True,True,False,True,True,True
9271,True,True,True,True,True,False,True,True,True
9272,True,True,True,True,True,False,True,True,True
9273,True,True,True,True,True,False,True,True,True
9274,True,True,True,True,True,False,True,True,True
9275,True,True,True,True,True,False,True,True,True
9276,True,True,True,True,True,False,True,True,True
9277,True,True,True,True,True,False,True,True,True
9278,True,True,True,True,True,False,True,True,True
9279,True,True,True,True,True,False,True,True,True
9280,True,True,True,True,True,False,True,True,True
9281,True,True,True,True,True,False,True,True,True
9282,True,True,True,True,True,False,True,True,True
9283,True,True,True,True,True,False,True,True,True
9284,True,True,True,True,True,False,True,True,True
9285,True,True,True,True,True,False,True,True,True
9286,True,True,True,True,True,False,True,True,True
9287,True,True,True,True,True,False,True,True,True
9288,True,True,True,True,True,False,True,True,True
9289,True,True,True,True,True,False,True,True,True
9290,True,True,True,True,True,False,True,True,True
9291,True,True,True,True,True,False,True,True,True
10027,True,False,True,True,True,False,True,True,True
10028,True,False,True,True,True,False,True,True,True
10029,True,False,True,True,True,False,True,True,True
10030,True,False,True,True,True,False,True,True,True
10031,True,False,True,True,True,False,True,True,True
10032,True,False,True,True,True,False,True,True,True
10033,True,False,True,True,True,False,True,True,True
10034,True,False,True,True,True,False,True,True,True
10035,True,False,True,True,True,False,True,True,True
10036,True,False,True,True,True,False,True,True,True
10037,True,False,True,True,True,False,True,True,True
10038,True,False,True,True,True,False,True,True,True
10053,True,False,True,True,True,False,True,True,True
13360,True,True,True,True,True,True,False,False,False
13364,True,True,True,True,True,True,False,False,False
13366,True,True,True,True,True,True,False,False,False
14825,True,True,True,True,True,False,True,True,True
14827,True,True,True,True,True,False,True,True,True
14944,True,True,True,True,True,True,False,False,False
14946,True,True,True,True,True,True,False,False,False
14948,True,True,True,True,True,True,False,False,False
14956,True,True,True,True,True,True,False,False,False
14958,True,True,True,True,True,False,True,True,True
14960,True,True,True,True,True,False,True,True,True
14962,True,True,True,True,True,False,True,True,True
14964,True,True,True,True,True,False,True,True,True
14966,True,True,True,True,True,False,True,True,True
14968,True,True,True,True,True,False,True,True,True
14970,True,True,True,True,True,False,True,True,True
14972,True,True,True,True,True,False,True,True,True
14974,True,True,True,True,True,False,True,True,True
14976,True,True,True,True,True,False,True,True,True
14978,True,True,True,True,True,False,True,True,True
14980,True,True,True,True,True,False,True,True,True
14982,True,True,True,True,True,False,True,True,True
14984,True,True,True,True,True,False,True,True,True
14989,True,True,True,True,True,True,False,False,False
15222,True,True,True,True,True,True,False,False,False
15224,True,True,True,True,True,False,True,True,True
15226,True,True,True,True,True,False,True,True,True
15228,True,True,True,True,True,True,False,False,False
15230,True,True,True,True,True,False,True,True,True
15232,True,True,True,True,True,False,True,True,True
15234,True,True,True,True,True,False,True,True,True
15238,True,True,True,True,True,False,True,True,True
15240,True,True,True,True,True,False,True,True,True
15242,True,True,True,True,True,False,True,True,True
15244,True,True,True,True,True,False,True,True,True
15246,True,True,True,True,True,False,True,True,True
15248,True,True,True,True,True,False,True,True,True
15250,True,True,True,True,True,True,False,False,False
15252,True,True,True,True,True,True,False,False,False
15254,True,True,True,True,True,True,False,False,False
15256,True,True,True,True,True,True,False,False,False
15258,True,True,True,True,True,True,False,False,False
15260,True,True,True,True,True,True,False,False,False
15262,True,True,True,True,True,True,False,False,False
15264,True,True,True,True,True,True,False,False,False
15266,True,True,True,True,True,True,False,False,False
15268,True,True,True,True,True,True,False,False,False
15270,True,True,True,True,True,True,False,False,False
15272,True,True,True,True,True,True,False,False,False
15274,True,True,True,True,True,True,False,False,False
15276,True,True,True,True,True,True,False,False,False
15278,True,True,True,True,True,False,True,True,True
15280,True,True,True,True,True,False,True,True,True
15282,True,True,True,True,True,False,True,True,True
15284,True,True,True,True,True,False,True,True,True
15286,True,True,True,True,True,False,True,True,True
15288,True,True,True,True,True,False,True,True,True
15290,True,True,True,True,True,False,True,True,True
15292,True,True,True,True,True,False,True,True,True
15294,True,True,True,True,True,False,True,True,True
15296,True,True,True,True,True,False,True,True,True
15298,True,True,True,True,True,False,True,True,True
15300,True,True,True,True,True,False,True,True,True
15302,True,True,True,True,True,False,True,True,True
15304,True,True,True,True,True,False,True,True,True
15306,True,True,True,True,True,False,True,True,True
15308,True,True,True,True,True,False,True,True,True
15310,True,True,True,True,True,False,True,True,True
15312,True,True,True,True,True,False,True,True,True
15314,True,True,True,True,True,False,True,True,True
15316,True,True,True,True,True,False,True,True,True
15318,True,True,True,True,True,False,True,True,True
15320,True,True,True,True,True,False,True,True,True
15322,True,True,True,True,True,False,True,True,True
15324,True,True,True,True,True,False,True,True,True
15326,True,True,True,True,True,False,True,True,True
15328,True,True,True,True,True,False,True,True,True
15330,True,True,True,True,True,False,True,True,True
15332,True,True,True,True,True,False,True,True,True
15334,True,True,True,True,True,False,True,True,True
15336,True,True,True,True,True,False,True,True,True
15338,True,True,True,True,True,False,True,True,True
15340,True,True,True,True,True,False,True,True,True
15342,True,True,True,True,True,False,True,True,True
15344,True,True,True,True,True,False,True,True,True
15347,True,True,True,True,True,False,True,True,True
15349,True,True,True,True,True,False,True,True,True
15351,True,True,True,True,True,False,True,True,True
15353,True,True,True,True,True,False,True,True,True
15355,True,True,True,True,True,False,True,True,True
15357,True,True,True,True,True,False,True,True,True
15359,True,True,True,True,True,False,True,True,True
15361,True,True,True,True,True,False,True,True,True
15363,True,True,True,True,True,False,True,True,True
15365,True,True,True,True,True,False,True,True,True
15367,True,True,True,True,True,False,True,True,True
15369,True,True,True,True,True,False,True,True,True
15371,True,True,True,True,True,False,True,True,True
15373,True,True,True,True,True,False,True,True,True
15375,True,True,True,True,True,False,True,True,True
15377,True,True,True,True,True,False,True,True,True
15381,True,True,True,True,True,False,True,True,True
15383,True,True,True,True,True,False,True,True,True
15385,True,True,True,True,True,False,True,True,True
15387,True,True,True,True,True,False,True,True,True
15389,True,True,True,True,True,False,True,True,True
15391,True,True,True,True,True,False,True,True,True
15393,True,True,True,True,True,False,True,True,True
15395,True,True,True,True,True,False,True,True,True
15397,True,True,True,True,True,False,True,True,True
15399,True,True,True,True,True,False,True,True,True
15401,True,True,True,True,True,False,True,True,True
15403,True,True,True,True,True,False,True,True,True
15405,True,True,True,True,True,False,True,True,True
15553,True,True,True,True,True,False,True,True,True
15554,True,True,True,True,True,False,True,True,True
15555,True,True,True,True,True,False,True,True,True
15556,True,True,True,True,True,False,True,True,True
15557,True,True,True,True,True,False,True,True,True
15558,True,True,True,True,True,False,True,True,True
15559,True,True,True,True,True,False,True,True,True
15572,True,True,True,True,True,False,True,True,True
15575,True,True,True,True,True,False,True,True,True
15577,True,True,True,True,True,False,True,True,True
15578,True,True,True,True,True,False,True,True,True
15582,True,True,True,True,True,False,True,True,True
15583,True,True,True,True,True,False,True,True,True
15584,True,True,True,True,True,False,True,True,True
20323,True,True,True,True,True,True,False,False,False
20324,True,True,True,True,True,True,False,False,False
20325,True,True,True,True,True,True,False,False,False
20326,True,True,True,True,True,True,False,False,False
20327,True,True,True,True,True,True,False,False,False
20328,True,True,True,True,True,True,False,False,False
20330,True,True,True,True,True,True,False,False,False
20332,True,True,True,True,True,True,False,False,False
20334,True,True,True,True,True,True,False,False,False
20336,True,True,True,True,True,True,False,False,False
20338,True,True,True,True,True,True,False,False,False
20340,True,True,True,True,True,False,True,True,True
20342,True,True,True,True,True,False,True,True,True
20344,True,True,True,True,True,False,True,True,True
20346,True,True,True,True,True,False,True,True,True
20348,True,True,True,True,True,False,True,True,True
20350,True,True,True,True,True,False,True,True,True
20352,True,True,True,True,True,False,True,True,True
20354,True,True,True,True,True,True,False,False,False
20356,True,True,True,True,True,True,False,False,False
20380,True,True,True,True,True,False,True,True,True
20382,True,True,True,True,True,False,True,True,True
20384,True,True,True,True,True,False,True,True,True
20386,True,True,True,True,True,False,True,True,True
20388,True,True,True,True,True,False,True,True,True
20390,True,True,True,True,True,False,True,True,True
20392,True,True,True,True,True,False,True,True,True
20394,True,True,True,True,True,False,True,True,True
20396,True,True,True,True,True,False,True,True,True
20398,True,True,True,True,True,False,True,True,True
20400,True,True,True,True,True,False,True,True,True
20402,True,True,True,True,True,False,True,True,True
20404,True,True,True,True,True,False,True,True,True
20406,True,True,True,True,True,False,True,True,True
20408,True,True,True,True,True,False,True,True,True
20410,True,True,True,True,True,False,True,True,True
20412,True,True,True,True,True,False,True,True,True
20414,True,True,True,True,True,False,True,True,True
20416,True,True,True,True,True,False,True,True,True
20418,True,True,True,True,True,False,True,True,True
20420,True,True,True,True,True,False,True,True,True
20422,True,True,True,True,True,False,True,True,True
20424,True,True,True,True,True,False,True,True,True
20426,True,True,True,True,True,False,True,True,True
20428,True,True,True,True,True,False,True,True,True
20430,True,True,True,True,True,False,True,True,True
20432,True,True,True,True,True,False,True,True,True
20434,True,True,True,True,True,True,False,False,False
20436,True,True,True,True,True,True,False,False,False
20438,True,True,True,True,True,True,False,False,False
20440,True,True,True,True,True,True,False,False,False
20442,True,True,True,True,True,True,False,False,False
20444,True,True,True,True,True,True,False,False,False
20446,True,True,True,True,True,True,False,False,False
20448,True,True,True,True,True,True,False,False,False
20450,True,True,True,True,True,True,False,False,False
20452,True,True,True,True,True,True,False,False,False
20454,True,True,True,True,True,True,False,False,False
20456,True,True,True,True,True,True,False,False,False
20458,True,True,True,True,True,True,False,False,False
20460,True,True,True,True,True,True,False,False,False
20462,True,True,True,True,True,True,False,False,False
20506,True,True,True,True,True,True,False,False,False
20508,True,True,True,True,True,True,False,False,False
20512,True,True,True,True,True,True,False,False,False
20520,True,True,True,True,True,True,False,False,False
20522,True,True,True,True,True,True,False,False,False
20524,True,True,True,True,True,True,False,False,False
20532,True,True,True,True,True,True,False,False,False
20536,True,True,True,True,True,True,False,False,False
20538,True,True,True,True,True,True,False,False,False
20540,True,True,True,True,True,True,False,False,False
20542,True,True,True,True,True,True,False,False,False
20544,True,True,True,True,True,False,True,True,True
20546,True,True,True,True,True,False,True,True,True
20548,True,True,True,True,True,False,True,True,True
20550,True,True,True,True,True,False,True,True,True
20552,True,True,True,True,True,False,True,True,True
20554,True,True,True,True,True,False,True,True,True
20556,True,True,True,True,True,False,True,True,True
20558,True,True,True,True,True,False,True,True,True
20560,True,True,True,True,True,False,True,True,True
20562,True,True,True,True,True,False,True,True,True
20564,True,True,True,True,True,False,True,True,True
20566,True,True,True,True,True,False,True,True,True
20568,True,True,True,True,True,False,True,True,True
20570,True,True,True,True,True,False,True,True,True
20572,True,True,True,True,True,False,True,True,True
20574,True,True,True,True,True,False,True,True,True
20576,True,True,True,True,True,False,True,True,True
20578,True,True,True,True,True,False,True,True,True
20580,True,True,True,True,True,False,True,True,True
20582,True,True,True,True,True,False,True,True,True
20594,True,True,True,True,True,False,True,True,True
20596,True,True,True,True,True,False,True,True,True
20600,True,True,True,True,True,False,True,True,True
20602,True,True,True,True,True,False,True,True,True
20604,True,True,True,True,True,False,True,True,True
20606,True,True,True,True,True,False,True,True,True
20608,True,True,True,True,True,False,True,True,True
20610,True,True,True,True,True,False,True,True,True
20612,True,True,True,True,True,False,True,True,True
20614,True,True,True,True,True,False,True,True,True
20616,True,True,True,True,True,False,True,True,True
20618,True,True,True,True,True,False,True,True,True
20620,True,True,True,True,True,False,True,True,True
20622,True,True,True,True,True,False,True,True,True
20624,True,True,True,True,True,False,True,True,True
20626,True,True,True,True,True,False,True,True,True
20628,True,True,True,True,True,False,True,True,True
20630,True,True,True,True,True,False,True,True,True
20632,True,True,True,True,True,False,True,True,True
20634,True,True,True,True,True,False,True,True,True
20636,True,True,True,True,True,False,True,True,True
20638,True,True,True,True,True,False,True,True,True
20640,True,True,True,True,True,False,True,True,True
